dia,tarifario,opcao,intervalo,col,omie,tar,omieTar
07/05/2026,Alfa Power Index BTN,Simples,[00:00-00:15[,0.23146,0.11817,0.06070,0.19529
07/05/2026,Alfa Power Index BTN,Simples,[00:15-00:30[,0.22903,0.11650,0.06070,0.19293
07/05/2026,Alfa Power Index BTN,Simples,[00:30-00:45[,0.22808,0.11602,0.06070,0.19204
07/05/2026,Alfa Power Index BTN,Simples,[00:45-01:00[,0.22698,0.11530,0.06070,0.19099
07/05/2026,Alfa Power Index BTN,Simples,[01:00-01:15[,0.22584,0.11448,0.06070,0.18988
07/05/2026,Alfa Power Index BTN,Simples,[01:15-01:30[,0.22471,0.11363,0.06070,0.18878
07/05/2026,Alfa Power Index BTN,Simples,[01:30-01:45[,0.22527,0.11423,0.06070,0.18936
07/05/2026,Alfa Power Index BTN,Simples,[01:45-02:00[,0.22381,0.11302,0.06070,0.18792
07/05/2026,Alfa Power Index BTN,Simples,[02:00-02:15[,0.22143,0.11118,0.06070,0.18558
07/05/2026,Alfa Power Index BTN,Simples,[02:15-02:30[,0.21856,0.10868,0.06070,0.18272
07/05/2026,Alfa Power Index BTN,Simples,[02:30-02:45[,0.21662,0.10700,0.06070,0.18079
07/05/2026,Alfa Power Index BTN,Simples,[02:45-03:00[,0.21792,0.10820,0.06070,0.18210
07/05/2026,Alfa Power Index BTN,Simples,[03:00-03:15[,0.21627,0.10676,0.06070,0.18045
07/05/2026,Alfa Power Index BTN,Simples,[03:15-03:30[,0.21651,0.10700,0.06070,0.18070
07/05/2026,Alfa Power Index BTN,Simples,[03:30-03:45[,0.21842,0.10872,0.06070,0.18261
07/05/2026,Alfa Power Index BTN,Simples,[03:45-04:00[,0.21983,0.11000,0.06070,0.18403
07/05/2026,Alfa Power Index BTN,Simples,[04:00-04:15[,0.22184,0.11180,0.06070,0.18604
07/05/2026,Alfa Power Index BTN,Simples,[04:15-04:30[,0.22456,0.11423,0.06070,0.18876
07/05/2026,Alfa Power Index BTN,Simples,[04:30-04:45[,0.22604,0.11554,0.06070,0.19023
07/05/2026,Alfa Power Index BTN,Simples,[04:45-05:00[,0.22852,0.11775,0.06070,0.19271
07/05/2026,Alfa Power Index BTN,Simples,[05:00-05:15[,0.22809,0.11735,0.06070,0.19228
07/05/2026,Alfa Power Index BTN,Simples,[05:15-05:30[,0.23093,0.11986,0.06070,0.19512
07/05/2026,Alfa Power Index BTN,Simples,[05:30-05:45[,0.23827,0.12635,0.06070,0.20245
07/05/2026,Alfa Power Index BTN,Simples,[05:45-06:00[,0.24305,0.13054,0.06070,0.20722
07/05/2026,Alfa Power Index BTN,Simples,[06:00-06:15[,0.24952,0.13585,0.06070,0.21362
07/05/2026,Alfa Power Index BTN,Simples,[06:15-06:30[,0.24995,0.13585,0.06070,0.21400
07/05/2026,Alfa Power Index BTN,Simples,[06:30-06:45[,0.25030,0.13585,0.06070,0.21430
07/05/2026,Alfa Power Index BTN,Simples,[06:45-07:00[,0.24464,0.13061,0.06070,0.20860
07/05/2026,Alfa Power Index BTN,Simples,[07:00-07:15[,0.24180,0.12802,0.06070,0.20575
07/05/2026,Alfa Power Index BTN,Simples,[07:15-07:30[,0.23310,0.12001,0.06070,0.19699
07/05/2026,Alfa Power Index BTN,Simples,[07:30-07:45[,0.22844,0.11554,0.06070,0.19227
07/05/2026,Alfa Power Index BTN,Simples,[07:45-08:00[,0.22275,0.11020,0.06070,0.18651
07/05/2026,Alfa Power Index BTN,Simples,[08:00-08:15[,0.22676,0.11336,0.06070,0.19046
07/05/2026,Alfa Power Index BTN,Simples,[08:15-08:30[,0.20631,0.09525,0.06070,0.16996
07/05/2026,Alfa Power Index BTN,Simples,[08:30-08:45[,0.18705,0.07830,0.06070,0.15066
07/05/2026,Alfa Power Index BTN,Simples,[08:45-09:00[,0.17762,0.07000,0.06070,0.14121
07/05/2026,Alfa Power Index BTN,Simples,[09:00-09:15[,0.18463,0.07600,0.06070,0.14819
07/05/2026,Alfa Power Index BTN,Simples,[09:15-09:30[,0.15991,0.05439,0.06070,0.12343
07/05/2026,Alfa Power Index BTN,Simples,[09:30-09:45[,0.15269,0.04809,0.06070,0.11620
07/05/2026,Alfa Power Index BTN,Simples,[09:45-10:00[,0.13130,0.02954,0.06070,0.09480
07/05/2026,Alfa Power Index BTN,Simples,[10:00-10:15[,0.12896,0.02750,0.06070,0.09245
07/05/2026,Alfa Power Index BTN,Simples,[10:15-10:30[,0.12659,0.02544,0.06070,0.09008
07/05/2026,Alfa Power Index BTN,Simples,[10:30-10:45[,0.12510,0.02415,0.06070,0.08858
07/05/2026,Alfa Power Index BTN,Simples,[10:45-11:00[,0.12031,0.02001,0.06070,0.08380
07/05/2026,Alfa Power Index BTN,Simples,[11:00-11:15[,0.12029,0.02000,0.06070,0.08379
07/05/2026,Alfa Power Index BTN,Simples,[11:15-11:30[,0.12031,0.02000,0.06070,0.08379
07/05/2026,Alfa Power Index BTN,Simples,[11:30-11:45[,0.12033,0.02000,0.06070,0.08381
07/05/2026,Alfa Power Index BTN,Simples,[11:45-12:00[,0.12036,0.02000,0.06070,0.08382
07/05/2026,Alfa Power Index BTN,Simples,[12:00-12:15[,0.12038,0.02000,0.06070,0.08383
07/05/2026,Alfa Power Index BTN,Simples,[12:15-12:30[,0.12033,0.02000,0.06070,0.08380
07/05/2026,Alfa Power Index BTN,Simples,[12:30-12:45[,0.12029,0.02000,0.06070,0.08379
07/05/2026,Alfa Power Index BTN,Simples,[12:45-13:00[,0.12023,0.02000,0.06070,0.08376
07/05/2026,Alfa Power Index BTN,Simples,[13:00-13:15[,0.11663,0.01694,0.06070,0.08020
07/05/2026,Alfa Power Index BTN,Simples,[13:15-13:30[,0.12008,0.02000,0.06070,0.08368
07/05/2026,Alfa Power Index BTN,Simples,[13:30-13:45[,0.12002,0.02000,0.06070,0.08366
07/05/2026,Alfa Power Index BTN,Simples,[13:45-14:00[,0.11999,0.02000,0.06070,0.08364
07/05/2026,Alfa Power Index BTN,Simples,[14:00-14:15[,0.11997,0.02000,0.06070,0.08363
07/05/2026,Alfa Power Index BTN,Simples,[14:15-14:30[,0.11996,0.02000,0.06070,0.08363
07/05/2026,Alfa Power Index BTN,Simples,[14:30-14:45[,0.11995,0.02000,0.06070,0.08362
07/05/2026,Alfa Power Index BTN,Simples,[14:45-15:00[,0.12234,0.02210,0.06070,0.08602
07/05/2026,Alfa Power Index BTN,Simples,[15:00-15:15[,0.11992,0.02000,0.06070,0.08360
07/05/2026,Alfa Power Index BTN,Simples,[15:15-15:30[,0.12464,0.02415,0.06070,0.08834
07/05/2026,Alfa Power Index BTN,Simples,[15:30-15:45[,0.12570,0.02510,0.06070,0.08942
07/05/2026,Alfa Power Index BTN,Simples,[15:45-16:00[,0.12779,0.02694,0.06070,0.09151
07/05/2026,Alfa Power Index BTN,Simples,[16:00-16:15[,0.13162,0.03030,0.06070,0.09535
07/05/2026,Alfa Power Index BTN,Simples,[16:15-16:30[,0.14715,0.04388,0.06070,0.11088
07/05/2026,Alfa Power Index BTN,Simples,[16:30-16:45[,0.15199,0.04809,0.06070,0.11571
07/05/2026,Alfa Power Index BTN,Simples,[16:45-17:00[,0.15645,0.05196,0.06070,0.12016
07/05/2026,Alfa Power Index BTN,Simples,[17:00-17:15[,0.15182,0.04788,0.06070,0.11552
07/05/2026,Alfa Power Index BTN,Simples,[17:15-17:30[,0.16276,0.05739,0.06070,0.12644
07/05/2026,Alfa Power Index BTN,Simples,[17:30-17:45[,0.18591,0.07752,0.06070,0.14957
07/05/2026,Alfa Power Index BTN,Simples,[17:45-18:00[,0.19097,0.08183,0.06070,0.15461
07/05/2026,Alfa Power Index BTN,Simples,[18:00-18:15[,0.18616,0.07752,0.06070,0.14977
07/05/2026,Alfa Power Index BTN,Simples,[18:15-18:30[,0.19977,0.08920,0.06070,0.16334
07/05/2026,Alfa Power Index BTN,Simples,[18:30-18:45[,0.22534,0.11118,0.06070,0.18887
07/05/2026,Alfa Power Index BTN,Simples,[18:45-19:00[,0.23045,0.11530,0.06070,0.19393
07/05/2026,Alfa Power Index BTN,Simples,[19:00-19:15[,0.23425,0.11822,0.06070,0.19766
07/05/2026,Alfa Power Index BTN,Simples,[19:15-19:30[,0.24765,0.12936,0.06070,0.21099
07/05/2026,Alfa Power Index BTN,Simples,[19:30-19:45[,0.24896,0.13005,0.06070,0.21223
07/05/2026,Alfa Power Index BTN,Simples,[19:45-20:00[,0.25694,0.13645,0.06070,0.22014
07/05/2026,Alfa Power Index BTN,Simples,[20:00-20:15[,0.26194,0.14033,0.06070,0.22507
07/05/2026,Alfa Power Index BTN,Simples,[20:15-20:30[,0.26249,0.14055,0.06070,0.22558
07/05/2026,Alfa Power Index BTN,Simples,[20:30-20:45[,0.26447,0.14220,0.06070,0.22756
07/05/2026,Alfa Power Index BTN,Simples,[20:45-21:00[,0.26215,0.14043,0.06070,0.22528
07/05/2026,Alfa Power Index BTN,Simples,[21:00-21:15[,0.26409,0.14220,0.06070,0.22723
07/05/2026,Alfa Power Index BTN,Simples,[21:15-21:30[,0.25808,0.13719,0.06070,0.22124
07/05/2026,Alfa Power Index BTN,Simples,[21:30-21:45[,0.26180,0.14055,0.06070,0.22499
07/05/2026,Alfa Power Index BTN,Simples,[21:45-22:00[,0.25699,0.13669,0.06070,0.22022
07/05/2026,Alfa Power Index BTN,Simples,[22:00-22:15[,0.24968,0.13071,0.06070,0.21295
07/05/2026,Alfa Power Index BTN,Simples,[22:15-22:30[,0.24420,0.12635,0.06070,0.20753
07/05/2026,Alfa Power Index BTN,Simples,[22:30-22:45[,0.24455,0.12703,0.06070,0.20795
07/05/2026,Alfa Power Index BTN,Simples,[22:45-23:00[,0.23471,0.11893,0.06070,0.19817
07/05/2026,Alfa Power Index BTN,Simples,[23:00-23:15[,,,,
07/05/2026,Alfa Power Index BTN,Simples,[23:15-23:30[,,,,
07/05/2026,Alfa Power Index BTN,Simples,[23:30-23:45[,,,,
07/05/2026,Alfa Power Index BTN,Simples,[23:45-00:00[,,,,
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[00:00-00:15[,0.18656,0.11817,0.01580,0.15039
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[00:15-00:30[,0.18413,0.11650,0.01580,0.14803
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[00:30-00:45[,0.18318,0.11602,0.01580,0.14714
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[00:45-01:00[,0.18208,0.11530,0.01580,0.14609
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[01:00-01:15[,0.18094,0.11448,0.01580,0.14498
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[01:15-01:30[,0.17981,0.11363,0.01580,0.14388
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[01:30-01:45[,0.18037,0.11423,0.01580,0.14446
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[01:45-02:00[,0.17891,0.11302,0.01580,0.14302
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[02:00-02:15[,0.17653,0.11118,0.01580,0.14068
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[02:15-02:30[,0.17366,0.10868,0.01580,0.13782
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[02:30-02:45[,0.17172,0.10700,0.01580,0.13589
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[02:45-03:00[,0.17302,0.10820,0.01580,0.13720
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[03:00-03:15[,0.17137,0.10676,0.01580,0.13555
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[03:15-03:30[,0.17161,0.10700,0.01580,0.13580
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[03:30-03:45[,0.17352,0.10872,0.01580,0.13771
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[03:45-04:00[,0.17493,0.11000,0.01580,0.13913
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[04:00-04:15[,0.17694,0.11180,0.01580,0.14114
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[04:15-04:30[,0.17966,0.11423,0.01580,0.14386
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[04:30-04:45[,0.18114,0.11554,0.01580,0.14533
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[04:45-05:00[,0.18362,0.11775,0.01580,0.14781
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[05:00-05:15[,0.18319,0.11735,0.01580,0.14738
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[05:15-05:30[,0.18603,0.11986,0.01580,0.15022
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[05:30-05:45[,0.19337,0.12635,0.01580,0.15755
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[05:45-06:00[,0.19815,0.13054,0.01580,0.16232
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[06:00-06:15[,0.20462,0.13585,0.01580,0.16872
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[06:15-06:30[,0.20505,0.13585,0.01580,0.16910
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[06:30-06:45[,0.20540,0.13585,0.01580,0.16940
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[06:45-07:00[,0.19974,0.13061,0.01580,0.16370
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[07:00-07:15[,0.19690,0.12802,0.01580,0.16085
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[07:15-07:30[,0.18820,0.12001,0.01580,0.15209
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[07:30-07:45[,0.18354,0.11554,0.01580,0.14737
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[07:45-08:00[,0.17785,0.11020,0.01580,0.14161
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[08:00-08:15[,0.24956,0.11336,0.08350,0.21326
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[08:15-08:30[,0.22911,0.09525,0.08350,0.19276
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[08:30-08:45[,0.20985,0.07830,0.08350,0.17346
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[08:45-09:00[,0.20042,0.07000,0.08350,0.16401
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[09:00-09:15[,0.20743,0.07600,0.08350,0.17099
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[09:15-09:30[,0.18271,0.05439,0.08350,0.14623
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[09:30-09:45[,0.17549,0.04809,0.08350,0.13900
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[09:45-10:00[,0.15410,0.02954,0.08350,0.11760
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[10:00-10:15[,0.15176,0.02750,0.08350,0.11525
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[10:15-10:30[,0.14939,0.02544,0.08350,0.11288
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[10:30-10:45[,0.14790,0.02415,0.08350,0.11138
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[10:45-11:00[,0.14311,0.02001,0.08350,0.10660
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[11:00-11:15[,0.14309,0.02000,0.08350,0.10659
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[11:15-11:30[,0.14311,0.02000,0.08350,0.10659
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[11:30-11:45[,0.14313,0.02000,0.08350,0.10661
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[11:45-12:00[,0.14316,0.02000,0.08350,0.10662
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[12:00-12:15[,0.14318,0.02000,0.08350,0.10663
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[12:15-12:30[,0.14313,0.02000,0.08350,0.10660
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[12:30-12:45[,0.14309,0.02000,0.08350,0.10659
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[12:45-13:00[,0.14303,0.02000,0.08350,0.10656
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[13:00-13:15[,0.13943,0.01694,0.08350,0.10300
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[13:15-13:30[,0.14288,0.02000,0.08350,0.10648
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[13:30-13:45[,0.14282,0.02000,0.08350,0.10646
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[13:45-14:00[,0.14279,0.02000,0.08350,0.10644
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[14:00-14:15[,0.14277,0.02000,0.08350,0.10643
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[14:15-14:30[,0.14276,0.02000,0.08350,0.10643
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[14:30-14:45[,0.14275,0.02000,0.08350,0.10642
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[14:45-15:00[,0.14514,0.02210,0.08350,0.10882
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[15:00-15:15[,0.14272,0.02000,0.08350,0.10640
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[15:15-15:30[,0.14744,0.02415,0.08350,0.11114
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[15:30-15:45[,0.14850,0.02510,0.08350,0.11222
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[15:45-16:00[,0.15059,0.02694,0.08350,0.11431
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[16:00-16:15[,0.15442,0.03030,0.08350,0.11815
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[16:15-16:30[,0.16995,0.04388,0.08350,0.13368
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[16:30-16:45[,0.17479,0.04809,0.08350,0.13851
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[16:45-17:00[,0.17925,0.05196,0.08350,0.14296
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[17:00-17:15[,0.17462,0.04788,0.08350,0.13832
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[17:15-17:30[,0.18556,0.05739,0.08350,0.14924
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[17:30-17:45[,0.20871,0.07752,0.08350,0.17237
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[17:45-18:00[,0.21377,0.08183,0.08350,0.17741
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[18:00-18:15[,0.20896,0.07752,0.08350,0.17257
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[18:15-18:30[,0.22257,0.08920,0.08350,0.18614
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[18:30-18:45[,0.24814,0.11118,0.08350,0.21167
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[18:45-19:00[,0.25325,0.11530,0.08350,0.21673
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[19:00-19:15[,0.25705,0.11822,0.08350,0.22046
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[19:15-19:30[,0.27045,0.12936,0.08350,0.23379
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[19:30-19:45[,0.27176,0.13005,0.08350,0.23503
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[19:45-20:00[,0.27974,0.13645,0.08350,0.24294
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[20:00-20:15[,0.28474,0.14033,0.08350,0.24787
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[20:15-20:30[,0.28529,0.14055,0.08350,0.24838
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[20:30-20:45[,0.28727,0.14220,0.08350,0.25036
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[20:45-21:00[,0.28495,0.14043,0.08350,0.24808
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[21:00-21:15[,0.28689,0.14220,0.08350,0.25003
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[21:15-21:30[,0.28088,0.13719,0.08350,0.24404
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[21:30-21:45[,0.28460,0.14055,0.08350,0.24779
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[21:45-22:00[,0.27979,0.13669,0.08350,0.24302
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[22:00-22:15[,0.20478,0.13071,0.01580,0.16805
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[22:15-22:30[,0.19930,0.12635,0.01580,0.16263
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[22:30-22:45[,0.19965,0.12703,0.01580,0.16305
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[22:45-23:00[,0.18981,0.11893,0.01580,0.15327
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[23:00-23:15[,,,,
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[23:15-23:30[,,,,
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[23:30-23:45[,,,,
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[23:45-00:00[,,,,
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[00:00-00:15[,0.18656,0.11817,0.01580,0.15039
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[00:15-00:30[,0.18413,0.11650,0.01580,0.14803
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[00:30-00:45[,0.18318,0.11602,0.01580,0.14714
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[00:45-01:00[,0.18208,0.11530,0.01580,0.14609
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[01:00-01:15[,0.18094,0.11448,0.01580,0.14498
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[01:15-01:30[,0.17981,0.11363,0.01580,0.14388
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[01:30-01:45[,0.18037,0.11423,0.01580,0.14446
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[01:45-02:00[,0.17891,0.11302,0.01580,0.14302
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[02:00-02:15[,0.17653,0.11118,0.01580,0.14068
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[02:15-02:30[,0.17366,0.10868,0.01580,0.13782
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[02:30-02:45[,0.17172,0.10700,0.01580,0.13589
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[02:45-03:00[,0.17302,0.10820,0.01580,0.13720
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[03:00-03:15[,0.17137,0.10676,0.01580,0.13555
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[03:15-03:30[,0.17161,0.10700,0.01580,0.13580
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[03:30-03:45[,0.17352,0.10872,0.01580,0.13771
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[03:45-04:00[,0.17493,0.11000,0.01580,0.13913
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[04:00-04:15[,0.17694,0.11180,0.01580,0.14114
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[04:15-04:30[,0.17966,0.11423,0.01580,0.14386
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[04:30-04:45[,0.18114,0.11554,0.01580,0.14533
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[04:45-05:00[,0.18362,0.11775,0.01580,0.14781
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[05:00-05:15[,0.18319,0.11735,0.01580,0.14738
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[05:15-05:30[,0.18603,0.11986,0.01580,0.15022
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[05:30-05:45[,0.19337,0.12635,0.01580,0.15755
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[05:45-06:00[,0.19815,0.13054,0.01580,0.16232
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[06:00-06:15[,0.20462,0.13585,0.01580,0.16872
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[06:15-06:30[,0.20505,0.13585,0.01580,0.16910
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[06:30-06:45[,0.20540,0.13585,0.01580,0.16940
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[06:45-07:00[,0.19974,0.13061,0.01580,0.16370
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[07:00-07:15[,0.26460,0.12802,0.08350,0.22855
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[07:15-07:30[,0.25590,0.12001,0.08350,0.21979
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[07:30-07:45[,0.25124,0.11554,0.08350,0.21507
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[07:45-08:00[,0.24555,0.11020,0.08350,0.20931
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[08:00-08:15[,0.24956,0.11336,0.08350,0.21326
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[08:15-08:30[,0.22911,0.09525,0.08350,0.19276
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[08:30-08:45[,0.20985,0.07830,0.08350,0.17346
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[08:45-09:00[,0.20042,0.07000,0.08350,0.16401
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[09:00-09:15[,0.20743,0.07600,0.08350,0.17099
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[09:15-09:30[,0.18271,0.05439,0.08350,0.14623
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[09:30-09:45[,0.17549,0.04809,0.08350,0.13900
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[09:45-10:00[,0.15410,0.02954,0.08350,0.11760
07/05/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[10:00-10:15[,0.15176,0.02750,0.08350,0.11525
