dia,hora,intervalo,Simples,BD,BS,TD,TS,preco_pt,preco_es
01/01/2015,00:15,[00:00-00:15[,S,V,V,V,V,48.10,48.10
01/01/2015,00:30,[00:15-00:30[,S,V,V,V,V,48.10,48.10
01/01/2015,00:45,[00:30-00:45[,S,V,V,V,V,48.10,48.10
01/01/2015,01:00,[00:45-01:00[,S,V,V,V,V,48.10,48.10
01/01/2015,01:15,[01:00-01:15[,S,V,V,V,V,47.33,47.33
01/01/2015,01:30,[01:15-01:30[,S,V,V,V,V,47.33,47.33
01/01/2015,01:45,[01:30-01:45[,S,V,V,V,V,47.33,47.33
01/01/2015,02:00,[01:45-02:00[,S,V,V,V,V,47.33,47.33
01/01/2015,02:15,[02:00-02:15[,S,V,V,V,V,42.27,42.27
01/01/2015,02:30,[02:15-02:30[,S,V,V,V,V,42.27,42.27
01/01/2015,02:45,[02:30-02:45[,S,V,V,V,V,42.27,42.27
01/01/2015,03:00,[02:45-03:00[,S,V,V,V,V,42.27,42.27
01/01/2015,03:15,[03:00-03:15[,S,V,V,V,V,38.41,38.41
01/01/2015,03:30,[03:15-03:30[,S,V,V,V,V,38.41,38.41
01/01/2015,03:45,[03:30-03:45[,S,V,V,V,V,38.41,38.41
01/01/2015,04:00,[03:45-04:00[,S,V,V,V,V,38.41,38.41
01/01/2015,04:15,[04:00-04:15[,S,V,V,V,V,35.72,35.72
01/01/2015,04:30,[04:15-04:30[,S,V,V,V,V,35.72,35.72
01/01/2015,04:45,[04:30-04:45[,S,V,V,V,V,35.72,35.72
01/01/2015,05:00,[04:45-05:00[,S,V,V,V,V,35.72,35.72
01/01/2015,05:15,[05:00-05:15[,S,V,V,V,V,35.13,35.13
01/01/2015,05:30,[05:15-05:30[,S,V,V,V,V,35.13,35.13
01/01/2015,05:45,[05:30-05:45[,S,V,V,V,V,35.13,35.13
01/01/2015,06:00,[05:45-06:00[,S,V,V,V,V,35.13,35.13
01/01/2015,06:15,[06:00-06:15[,S,V,V,V,V,36.22,36.22
01/01/2015,06:30,[06:15-06:30[,S,V,V,V,V,36.22,36.22
01/01/2015,06:45,[06:30-06:45[,S,V,V,V,V,36.22,36.22
01/01/2015,07:00,[06:45-07:00[,S,V,V,V,V,36.22,36.22
01/01/2015,07:15,[07:00-07:15[,S,V,F,V,C,32.40,32.40
01/01/2015,07:30,[07:15-07:30[,S,V,F,V,C,32.40,32.40
01/01/2015,07:45,[07:30-07:45[,S,V,F,V,C,32.40,32.40
01/01/2015,08:00,[07:45-08:00[,S,V,F,V,C,32.40,32.40
01/01/2015,08:15,[08:00-08:15[,S,F,F,C,C,36.60,36.60
01/01/2015,08:30,[08:15-08:30[,S,F,F,C,C,36.60,36.60
01/01/2015,08:45,[08:30-08:45[,S,F,F,C,C,36.60,36.60
01/01/2015,09:00,[08:45-09:00[,S,F,F,C,C,36.60,36.60
01/01/2015,09:15,[09:00-09:15[,S,F,F,P,C,43.10,43.10
01/01/2015,09:30,[09:15-09:30[,S,F,F,P,C,43.10,43.10
01/01/2015,09:45,[09:30-09:45[,S,F,F,P,P,43.10,43.10
01/01/2015,10:00,[09:45-10:00[,S,F,F,P,P,43.10,43.10
01/01/2015,10:15,[10:00-10:15[,S,F,F,P,P,45.14,45.14
01/01/2015,10:30,[10:15-10:30[,S,F,F,P,P,45.14,45.14
01/01/2015,10:45,[10:30-10:45[,S,F,F,C,P,45.14,45.14
01/01/2015,11:00,[10:45-11:00[,S,F,F,C,P,45.14,45.14
01/01/2015,11:15,[11:00-11:15[,S,F,F,C,P,45.14,45.14
01/01/2015,11:30,[11:15-11:30[,S,F,F,C,P,45.14,45.14
01/01/2015,11:45,[11:30-11:45[,S,F,F,C,P,45.14,45.14
01/01/2015,12:00,[11:45-12:00[,S,F,F,C,P,45.14,45.14
01/01/2015,12:15,[12:00-12:15[,S,F,F,C,C,47.35,47.35
01/01/2015,12:30,[12:15-12:30[,S,F,F,C,C,47.35,47.35
01/01/2015,12:45,[12:30-12:45[,S,F,F,C,C,47.35,47.35
01/01/2015,13:00,[12:45-13:00[,S,F,F,C,C,47.35,47.35
01/01/2015,13:15,[13:00-13:15[,S,F,F,C,C,47.35,47.35
01/01/2015,13:30,[13:15-13:30[,S,F,F,C,C,47.35,47.35
01/01/2015,13:45,[13:30-13:45[,S,F,F,C,C,47.35,47.35
01/01/2015,14:00,[13:45-14:00[,S,F,F,C,C,47.35,47.35
01/01/2015,14:15,[14:00-14:15[,S,F,F,C,C,43.61,43.61
