dia,hora,intervalo,Simples,BD,BS,TD,TS,preco_pt,preco_es
01/01/2016,00:15,[00:00-00:15[,S,V,V,V,V,40.00,40.00
01/01/2016,00:30,[00:15-00:30[,S,V,V,V,V,40.00,40.00
01/01/2016,00:45,[00:30-00:45[,S,V,V,V,V,40.00,40.00
01/01/2016,01:00,[00:45-01:00[,S,V,V,V,V,40.00,40.00
01/01/2016,01:15,[01:00-01:15[,S,V,V,V,V,33.10,33.10
01/01/2016,01:30,[01:15-01:30[,S,V,V,V,V,33.10,33.10
01/01/2016,01:45,[01:30-01:45[,S,V,V,V,V,33.10,33.10
01/01/2016,02:00,[01:45-02:00[,S,V,V,V,V,33.10,33.10
01/01/2016,02:15,[02:00-02:15[,S,V,V,V,V,28.11,28.11
01/01/2016,02:30,[02:15-02:30[,S,V,V,V,V,28.11,28.11
01/01/2016,02:45,[02:30-02:45[,S,V,V,V,V,28.11,28.11
01/01/2016,03:00,[02:45-03:00[,S,V,V,V,V,28.11,28.11
01/01/2016,03:15,[03:00-03:15[,S,V,V,V,V,27.13,27.13
01/01/2016,03:30,[03:15-03:30[,S,V,V,V,V,27.13,27.13
01/01/2016,03:45,[03:30-03:45[,S,V,V,V,V,27.13,27.13
01/01/2016,04:00,[03:45-04:00[,S,V,V,V,V,27.13,27.13
01/01/2016,04:15,[04:00-04:15[,S,V,V,V,V,25.91,25.24
01/01/2016,04:30,[04:15-04:30[,S,V,V,V,V,25.91,25.24
01/01/2016,04:45,[04:30-04:45[,S,V,V,V,V,25.91,25.24
01/01/2016,05:00,[04:45-05:00[,S,V,V,V,V,25.91,25.24
01/01/2016,05:15,[05:00-05:15[,S,V,V,V,V,25.10,19.98
01/01/2016,05:30,[05:15-05:30[,S,V,V,V,V,25.10,19.98
01/01/2016,05:45,[05:30-05:45[,S,V,V,V,V,25.10,19.98
01/01/2016,06:00,[05:45-06:00[,S,V,V,V,V,25.10,19.98
01/01/2016,06:15,[06:00-06:15[,S,V,V,V,V,19.25,18.16
01/01/2016,06:30,[06:15-06:30[,S,V,V,V,V,19.25,18.16
01/01/2016,06:45,[06:30-06:45[,S,V,V,V,V,19.25,18.16
01/01/2016,07:00,[06:45-07:00[,S,V,V,V,V,19.25,18.16
01/01/2016,07:15,[07:00-07:15[,S,V,F,V,C,17.73,17.73
01/01/2016,07:30,[07:15-07:30[,S,V,F,V,C,17.73,17.73
01/01/2016,07:45,[07:30-07:45[,S,V,F,V,C,17.73,17.73
01/01/2016,08:00,[07:45-08:00[,S,V,F,V,C,17.73,17.73
01/01/2016,08:15,[08:00-08:15[,S,F,F,C,C,19.77,19.77
01/01/2016,08:30,[08:15-08:30[,S,F,F,C,C,19.77,19.77
01/01/2016,08:45,[08:30-08:45[,S,F,F,C,C,19.77,19.77
01/01/2016,09:00,[08:45-09:00[,S,F,F,C,C,19.77,19.77
01/01/2016,09:15,[09:00-09:15[,S,F,F,P,C,23.75,23.75
01/01/2016,09:30,[09:15-09:30[,S,F,F,P,C,23.75,23.75
01/01/2016,09:45,[09:30-09:45[,S,F,F,P,P,23.75,23.75
01/01/2016,10:00,[09:45-10:00[,S,F,F,P,P,23.75,23.75
01/01/2016,10:15,[10:00-10:15[,S,F,F,P,P,26.03,26.03
01/01/2016,10:30,[10:15-10:30[,S,F,F,P,P,26.03,26.03
01/01/2016,10:45,[10:30-10:45[,S,F,F,C,P,26.03,26.03
01/01/2016,11:00,[10:45-11:00[,S,F,F,C,P,26.03,26.03
01/01/2016,11:15,[11:00-11:15[,S,F,F,C,P,27.06,27.06
01/01/2016,11:30,[11:15-11:30[,S,F,F,C,P,27.06,27.06
01/01/2016,11:45,[11:30-11:45[,S,F,F,C,P,27.06,27.06
01/01/2016,12:00,[11:45-12:00[,S,F,F,C,P,27.06,27.06
01/01/2016,12:15,[12:00-12:15[,S,F,F,C,C,26.59,26.59
01/01/2016,12:30,[12:15-12:30[,S,F,F,C,C,26.59,26.59
01/01/2016,12:45,[12:30-12:45[,S,F,F,C,C,26.59,26.59
01/01/2016,13:00,[12:45-13:00[,S,F,F,C,C,26.59,26.59
01/01/2016,13:15,[13:00-13:15[,S,F,F,C,C,25.00,25.00
01/01/2016,13:30,[13:15-13:30[,S,F,F,C,C,25.00,25.00
01/01/2016,13:45,[13:30-13:45[,S,F,F,C,C,25.00,25.00
01/01/2016,14:00,[13:45-14:00[,S,F,F,C,C,25.00,25.00
01/01/2016,14:15,[14:00-14:15[,S,F,F,C,C,20.06,20.06
01/01/2016,14:30,[14:15-14:30[,S,F,F,C,C,20.06,20.06
01/01/2016,14:45,[14:30-14:45[,S,F,F,C,C,20.06,20.06
01/01/2016,15:00,[14:45-15:00[,S,F,F,C,C,20.06,20.06
01/01/2016,15:15,[15:00-15:15[,S,F,F,C,C,19.43,19.43
01/01/2016,15:30,[15:15-15:30[,S,F,F,C,C,19.43,19.43
01/01/2016,15:45,[15:30-15:45[,S,F,F,C,C,19.43,19.43
01/01/2016,16:00,[15:45-16:00[,S,F,F,C,C,19.43,19.43
01/01/2016,16:15,[16:00-16:15[,S,F,F,C,C,24.57,24.57
01/01/2016,16:30,[16:15-16:30[,S,F,F,C,C,24.57,24.57
01/01/2016,16:45,[16:30-16:45[,S,F,F,C,C,24.57,24.57
01/01/2016,17:00,[16:45-17:00[,S,F,F,C,C,24.57,24.57
01/01/2016,17:15,[17:00-17:15[,S,F,F,C,C,33.11,33.11
01/01/2016,17:30,[17:15-17:30[,S,F,F,C,C,33.11,33.11
01/01/2016,17:45,[17:30-17:45[,S,F,F,C,C,33.11,33.11
01/01/2016,18:00,[17:45-18:00[,S,F,F,C,C,33.11,33.11
01/01/2016,18:15,[18:00-18:15[,S,F,F,P,C,35.34,35.34
01/01/2016,18:30,[18:15-18:30[,S,F,F,P,C,35.34,35.34
01/01/2016,18:45,[18:30-18:45[,S,F,F,P,P,35.34,35.34
01/01/2016,19:00,[18:45-19:00[,S,F,F,P,P,35.34,35.34
01/01/2016,19:15,[19:00-19:15[,S,F,F,P,P,33.07,33.07
01/01/2016,19:30,[19:15-19:30[,S,F,F,P,P,33.07,33.07
01/01/2016,19:45,[19:30-19:45[,S,F,F,P,P,33.07,33.07
01/01/2016,20:00,[19:45-20:00[,S,F,F,P,P,33.07,33.07
01/01/2016,20:15,[20:00-20:15[,S,F,F,P,P,29.52,29.52
01/01/2016,20:30,[20:15-20:30[,S,F,F,P,P,29.52,29.52
01/01/2016,20:45,[20:30-20:45[,S,F,F,C,P,29.52,29.52
01/01/2016,21:00,[20:45-21:00[,S,F,F,C,P,29.52,29.52
01/01/2016,21:15,[21:00-21:15[,S,F,F,C,C,30.10,30.10
