dia,hora,intervalo,Simples,BD,BS,TD,TS,preco_pt,preco_es
01/01/2018,00:15,[00:00-00:15[,S,V,V,V,V,33.00,4.74
01/01/2018,00:30,[00:15-00:30[,S,V,V,V,V,33.00,4.74
01/01/2018,00:45,[00:30-00:45[,S,V,V,V,V,33.00,4.74
01/01/2018,01:00,[00:45-01:00[,S,V,V,V,V,33.00,4.74
01/01/2018,01:15,[01:00-01:15[,S,V,V,V,V,32.90,3.66
01/01/2018,01:30,[01:15-01:30[,S,V,V,V,V,32.90,3.66
01/01/2018,01:45,[01:30-01:45[,S,V,V,V,V,32.90,3.66
01/01/2018,02:00,[01:45-02:00[,S,V,V,V,V,32.90,3.66
01/01/2018,02:15,[02:00-02:15[,S,V,V,V,V,28.10,2.30
01/01/2018,02:30,[02:15-02:30[,S,V,V,V,V,28.10,2.30
01/01/2018,02:45,[02:30-02:45[,S,V,V,V,V,28.10,2.30
01/01/2018,03:00,[02:45-03:00[,S,V,V,V,V,28.10,2.30
01/01/2018,03:15,[03:00-03:15[,S,V,V,V,V,27.60,2.30
01/01/2018,03:30,[03:15-03:30[,S,V,V,V,V,27.60,2.30
01/01/2018,03:45,[03:30-03:45[,S,V,V,V,V,27.60,2.30
01/01/2018,04:00,[03:45-04:00[,S,V,V,V,V,27.60,2.30
01/01/2018,04:15,[04:00-04:15[,S,V,V,V,V,24.60,2.06
01/01/2018,04:30,[04:15-04:30[,S,V,V,V,V,24.60,2.06
01/01/2018,04:45,[04:30-04:45[,S,V,V,V,V,24.60,2.06
01/01/2018,05:00,[04:45-05:00[,S,V,V,V,V,24.60,2.06
01/01/2018,05:15,[05:00-05:15[,S,V,V,V,V,20.10,2.06
01/01/2018,05:30,[05:15-05:30[,S,V,V,V,V,20.10,2.06
01/01/2018,05:45,[05:30-05:45[,S,V,V,V,V,20.10,2.06
01/01/2018,06:00,[05:45-06:00[,S,V,V,V,V,20.10,2.06
01/01/2018,06:15,[06:00-06:15[,S,V,V,V,V,19.90,2.06
01/01/2018,06:30,[06:15-06:30[,S,V,V,V,V,19.90,2.06
01/01/2018,06:45,[06:30-06:45[,S,V,V,V,V,19.90,2.06
01/01/2018,07:00,[06:45-07:00[,S,V,V,V,V,19.90,2.06
01/01/2018,07:15,[07:00-07:15[,S,V,F,V,C,19.84,2.30
01/01/2018,07:30,[07:15-07:30[,S,V,F,V,C,19.84,2.30
01/01/2018,07:45,[07:30-07:45[,S,V,F,V,C,19.84,2.30
01/01/2018,08:00,[07:45-08:00[,S,V,F,V,C,19.84,2.30
01/01/2018,08:15,[08:00-08:15[,S,F,F,C,C,19.90,2.30
01/01/2018,08:30,[08:15-08:30[,S,F,F,C,C,19.90,2.30
01/01/2018,08:45,[08:30-08:45[,S,F,F,C,C,19.90,2.30
01/01/2018,09:00,[08:45-09:00[,S,F,F,C,C,19.90,2.30
01/01/2018,09:15,[09:00-09:15[,S,F,F,P,C,19.90,2.30
01/01/2018,09:30,[09:15-09:30[,S,F,F,P,C,19.90,2.30
01/01/2018,09:45,[09:30-09:45[,S,F,F,P,P,19.90,2.30
01/01/2018,10:00,[09:45-10:00[,S,F,F,P,P,19.90,2.30
01/01/2018,10:15,[10:00-10:15[,S,F,F,P,P,19.90,2.30
01/01/2018,10:30,[10:15-10:30[,S,F,F,P,P,19.90,2.30
01/01/2018,10:45,[10:30-10:45[,S,F,F,C,P,19.90,2.30
01/01/2018,11:00,[10:45-11:00[,S,F,F,C,P,19.90,2.30
01/01/2018,11:15,[11:00-11:15[,S,F,F,C,P,23.60,2.30
01/01/2018,11:30,[11:15-11:30[,S,F,F,C,P,23.60,2.30
01/01/2018,11:45,[11:30-11:45[,S,F,F,C,P,23.60,2.30
01/01/2018,12:00,[11:45-12:00[,S,F,F,C,P,23.60,2.30
01/01/2018,12:15,[12:00-12:15[,S,F,F,C,C,25.10,2.30
01/01/2018,12:30,[12:15-12:30[,S,F,F,C,C,25.10,2.30
01/01/2018,12:45,[12:30-12:45[,S,F,F,C,C,25.10,2.30
01/01/2018,13:00,[12:45-13:00[,S,F,F,C,C,25.10,2.30
01/01/2018,13:15,[13:00-13:15[,S,F,F,C,C,23.60,5.00
01/01/2018,13:30,[13:15-13:30[,S,F,F,C,C,23.60,5.00
01/01/2018,13:45,[13:30-13:45[,S,F,F,C,C,23.60,5.00
01/01/2018,14:00,[13:45-14:00[,S,F,F,C,C,23.60,5.00
01/01/2018,14:15,[14:00-14:15[,S,F,F,C,C,24.60,5.00
01/01/2018,14:30,[14:15-14:30[,S,F,F,C,C,24.60,5.00
01/01/2018,14:45,[14:30-14:45[,S,F,F,C,C,24.60,5.00
01/01/2018,15:00,[14:45-15:00[,S,F,F,C,C,24.60,5.00
01/01/2018,15:15,[15:00-15:15[,S,F,F,C,C,25.10,5.00
01/01/2018,15:30,[15:15-15:30[,S,F,F,C,C,25.10,5.00
01/01/2018,15:45,[15:30-15:45[,S,F,F,C,C,25.10,5.00
01/01/2018,16:00,[15:45-16:00[,S,F,F,C,C,25.10,5.00
01/01/2018,16:15,[16:00-16:15[,S,F,F,C,C,27.60,8.85
01/01/2018,16:30,[16:15-16:30[,S,F,F,C,C,27.60,8.85
01/01/2018,16:45,[16:30-16:45[,S,F,F,C,C,27.60,8.85
01/01/2018,17:00,[16:45-17:00[,S,F,F,C,C,27.60,8.85
01/01/2018,17:15,[17:00-17:15[,S,F,F,C,C,27.60,15.93
01/01/2018,17:30,[17:15-17:30[,S,F,F,C,C,27.60,15.93
01/01/2018,17:45,[17:30-17:45[,S,F,F,C,C,27.60,15.93
01/01/2018,18:00,[17:45-18:00[,S,F,F,C,C,27.60,15.93
01/01/2018,18:15,[18:00-18:15[,S,F,F,P,C,28.10,22.02
01/01/2018,18:30,[18:15-18:30[,S,F,F,P,C,28.10,22.02
01/01/2018,18:45,[18:30-18:45[,S,F,F,P,P,28.10,22.02
01/01/2018,19:00,[18:45-19:00[,S,F,F,P,P,28.10,22.02
01/01/2018,19:15,[19:00-19:15[,S,F,F,P,P,32.90,20.00
01/01/2018,19:30,[19:15-19:30[,S,F,F,P,P,32.90,20.00
01/01/2018,19:45,[19:30-19:45[,S,F,F,P,P,32.90,20.00
01/01/2018,20:00,[19:45-20:00[,S,F,F,P,P,32.90,20.00
01/01/2018,20:15,[20:00-20:15[,S,F,F,P,P,28.10,21.95
01/01/2018,20:30,[20:15-20:30[,S,F,F,P,P,28.10,21.95
01/01/2018,20:45,[20:30-20:45[,S,F,F,C,P,28.10,21.95
01/01/2018,21:00,[20:45-21:00[,S,F,F,C,P,28.10,21.95
01/01/2018,21:15,[21:00-21:15[,S,F,F,C,C,28.10,23.52
01/01/2018,21:30,[21:15-21:30[,S,F,F,C,C,28.10,23.52
01/01/2018,21:45,[21:30-21:45[,S,F,F,C,C,28.10,23.52
01/01/2018,22:00,[21:45-22:00[,S,F,F,C,C,28.10,23.52
01/01/2018,22:15,[22:00-22:15[,S,V,F,V,C,27.60,16.35
01/01/2018,22:30,[22:15-22:30[,S,V,F,V,C,27.60,16.35
01/01/2018,22:45,[22:30-22:45[,S,V,F,V,C,27.60,16.35
01/01/2018,23:00,[22:45-23:00[,S,V,F,V,C,27.60,16.35
01/01/2018,23:15,[23:00-23:15[,S,V,F,V,C,19.90,14.43
01/01/2018,23:30,[23:15-23:30[,S,V,F,V,C,19.90,14.43
01/01/2018,23:45,[23:30-23:45[,S,V,F,V,C,19.90,14.43
01/01/2018,23:59,[23:45-00:00[,S,V,F,V,C,19.90,14.43
02/01/2018,00:15,[00:00-00:15[,S,V,V,V,V,27.60,10.26
02/01/2018,00:30,[00:15-00:30[,S,V,V,V,V,27.60,10.26
02/01/2018,00:45,[00:30-00:45[,S,V,V,V,V,27.60,10.26
02/01/2018,01:00,[00:45-01:00[,S,V,V,V,V,27.60,10.26
02/01/2018,01:15,[01:00-01:15[,S,V,V,V,V,19.90,7.48
02/01/2018,01:30,[01:15-01:30[,S,V,V,V,V,19.90,7.48
02/01/2018,01:45,[01:30-01:45[,S,V,V,V,V,19.90,7.48
02/01/2018,02:00,[01:45-02:00[,S,V,V,V,V,19.90,7.48
02/01/2018,02:15,[02:00-02:15[,S,V,V,V,V,19.84,4.52
02/01/2018,02:30,[02:15-02:30[,S,V,V,V,V,19.84,4.52
02/01/2018,02:45,[02:30-02:45[,S,V,V,V,V,19.84,4.52
02/01/2018,03:00,[02:45-03:00[,S,V,V,V,V,19.84,4.52
02/01/2018,03:15,[03:00-03:15[,S,V,V,V,V,19.10,4.24
02/01/2018,03:30,[03:15-03:30[,S,V,V,V,V,19.10,4.24
02/01/2018,03:45,[03:30-03:45[,S,V,V,V,V,19.10,4.24
02/01/2018,04:00,[03:45-04:00[,S,V,V,V,V,19.10,4.24
02/01/2018,04:15,[04:00-04:15[,S,V,V,V,V,19.90,8.36
02/01/2018,04:30,[04:15-04:30[,S,V,V,V,V,19.90,8.36
02/01/2018,04:45,[04:30-04:45[,S,V,V,V,V,19.90,8.36
02/01/2018,05:00,[04:45-05:00[,S,V,V,V,V,19.90,8.36
02/01/2018,05:15,[05:00-05:15[,S,V,V,V,V,22.58,22.58
02/01/2018,05:30,[05:15-05:30[,S,V,V,V,V,22.58,22.58
02/01/2018,05:45,[05:30-05:45[,S,V,V,V,V,22.58,22.58
02/01/2018,06:00,[05:45-06:00[,S,V,V,V,V,22.58,22.58
02/01/2018,06:15,[06:00-06:15[,S,V,V,V,V,41.92,41.92
02/01/2018,06:30,[06:15-06:30[,S,V,V,V,V,41.92,41.92
02/01/2018,06:45,[06:30-06:45[,S,V,V,V,V,41.92,41.92
02/01/2018,07:00,[06:45-07:00[,S,V,V,V,V,41.92,41.92
02/01/2018,07:15,[07:00-07:15[,S,V,F,V,C,47.95,47.95
02/01/2018,07:30,[07:15-07:30[,S,V,F,V,C,47.95,47.95
02/01/2018,07:45,[07:30-07:45[,S,V,F,V,C,47.95,47.95
02/01/2018,08:00,[07:45-08:00[,S,V,F,V,C,47.95,47.95
02/01/2018,08:15,[08:00-08:15[,S,F,F,C,C,49.90,49.90
02/01/2018,08:30,[08:15-08:30[,S,F,F,C,C,49.90,49.90
02/01/2018,08:45,[08:30-08:45[,S,F,F,C,C,49.90,49.90
02/01/2018,09:00,[08:45-09:00[,S,F,F,C,C,49.90,49.90
02/01/2018,09:15,[09:00-09:15[,S,F,F,P,C,50.50,50.50
02/01/2018,09:30,[09:15-09:30[,S,F,F,P,C,50.50,50.50
02/01/2018,09:45,[09:30-09:45[,S,F,F,P,P,50.50,50.50
02/01/2018,10:00,[09:45-10:00[,S,F,F,P,P,50.50,50.50
02/01/2018,10:15,[10:00-10:15[,S,F,F,P,P,49.70,49.70
