dia,hora,intervalo,Simples,BD,BS,TD,TS,preco_pt,preco_es
01/01/2019,00:15,[00:00-00:15[,S,V,V,V,V,66.88,66.88
01/01/2019,00:30,[00:15-00:30[,S,V,V,V,V,66.88,66.88
01/01/2019,00:45,[00:30-00:45[,S,V,V,V,V,66.88,66.88
01/01/2019,01:00,[00:45-01:00[,S,V,V,V,V,66.88,66.88
01/01/2019,01:15,[01:00-01:15[,S,V,V,V,V,66.00,66.00
01/01/2019,01:30,[01:15-01:30[,S,V,V,V,V,66.00,66.00
01/01/2019,01:45,[01:30-01:45[,S,V,V,V,V,66.00,66.00
01/01/2019,02:00,[01:45-02:00[,S,V,V,V,V,66.00,66.00
01/01/2019,02:15,[02:00-02:15[,S,V,V,V,V,63.64,63.64
01/01/2019,02:30,[02:15-02:30[,S,V,V,V,V,63.64,63.64
01/01/2019,02:45,[02:30-02:45[,S,V,V,V,V,63.64,63.64
01/01/2019,03:00,[02:45-03:00[,S,V,V,V,V,63.64,63.64
01/01/2019,03:15,[03:00-03:15[,S,V,V,V,V,58.85,58.85
01/01/2019,03:30,[03:15-03:30[,S,V,V,V,V,58.85,58.85
01/01/2019,03:45,[03:30-03:45[,S,V,V,V,V,58.85,58.85
01/01/2019,04:00,[03:45-04:00[,S,V,V,V,V,58.85,58.85
01/01/2019,04:15,[04:00-04:15[,S,V,V,V,V,55.47,55.47
01/01/2019,04:30,[04:15-04:30[,S,V,V,V,V,55.47,55.47
01/01/2019,04:45,[04:30-04:45[,S,V,V,V,V,55.47,55.47
01/01/2019,05:00,[04:45-05:00[,S,V,V,V,V,55.47,55.47
01/01/2019,05:15,[05:00-05:15[,S,V,V,V,V,56.00,56.00
01/01/2019,05:30,[05:15-05:30[,S,V,V,V,V,56.00,56.00
01/01/2019,05:45,[05:30-05:45[,S,V,V,V,V,56.00,56.00
01/01/2019,06:00,[05:45-06:00[,S,V,V,V,V,56.00,56.00
01/01/2019,06:15,[06:00-06:15[,S,V,V,V,V,61.09,61.09
01/01/2019,06:30,[06:15-06:30[,S,V,V,V,V,61.09,61.09
01/01/2019,06:45,[06:30-06:45[,S,V,V,V,V,61.09,61.09
01/01/2019,07:00,[06:45-07:00[,S,V,V,V,V,61.09,61.09
01/01/2019,07:15,[07:00-07:15[,S,V,F,V,C,61.01,61.01
01/01/2019,07:30,[07:15-07:30[,S,V,F,V,C,61.01,61.01
01/01/2019,07:45,[07:30-07:45[,S,V,F,V,C,61.01,61.01
01/01/2019,08:00,[07:45-08:00[,S,V,F,V,C,61.01,61.01
01/01/2019,08:15,[08:00-08:15[,S,F,F,C,C,61.00,61.00
01/01/2019,08:30,[08:15-08:30[,S,F,F,C,C,61.00,61.00
01/01/2019,08:45,[08:30-08:45[,S,F,F,C,C,61.00,61.00
01/01/2019,09:00,[08:45-09:00[,S,F,F,C,C,61.00,61.00
01/01/2019,09:15,[09:00-09:15[,S,F,F,P,C,63.00,63.00
01/01/2019,09:30,[09:15-09:30[,S,F,F,P,C,63.00,63.00
01/01/2019,09:45,[09:30-09:45[,S,F,F,P,P,63.00,63.00
01/01/2019,10:00,[09:45-10:00[,S,F,F,P,P,63.00,63.00
01/01/2019,10:15,[10:00-10:15[,S,F,F,P,P,63.00,63.00
01/01/2019,10:30,[10:15-10:30[,S,F,F,P,P,63.00,63.00
01/01/2019,10:45,[10:30-10:45[,S,F,F,C,P,63.00,63.00
01/01/2019,11:00,[10:45-11:00[,S,F,F,C,P,63.00,63.00
01/01/2019,11:15,[11:00-11:15[,S,F,F,C,P,64.03,64.03
01/01/2019,11:30,[11:15-11:30[,S,F,F,C,P,64.03,64.03
01/01/2019,11:45,[11:30-11:45[,S,F,F,C,P,64.03,64.03
01/01/2019,12:00,[11:45-12:00[,S,F,F,C,P,64.03,64.03
01/01/2019,12:15,[12:00-12:15[,S,F,F,C,C,65.88,65.88
01/01/2019,12:30,[12:15-12:30[,S,F,F,C,C,65.88,65.88
01/01/2019,12:45,[12:30-12:45[,S,F,F,C,C,65.88,65.88
01/01/2019,13:00,[12:45-13:00[,S,F,F,C,C,65.88,65.88
01/01/2019,13:15,[13:00-13:15[,S,F,F,C,C,65.01,65.01
01/01/2019,13:30,[13:15-13:30[,S,F,F,C,C,65.01,65.01
01/01/2019,13:45,[13:30-13:45[,S,F,F,C,C,65.01,65.01
01/01/2019,14:00,[13:45-14:00[,S,F,F,C,C,65.01,65.01
01/01/2019,14:15,[14:00-14:15[,S,F,F,C,C,60.84,60.84
01/01/2019,14:30,[14:15-14:30[,S,F,F,C,C,60.84,60.84
01/01/2019,14:45,[14:30-14:45[,S,F,F,C,C,60.84,60.84
01/01/2019,15:00,[14:45-15:00[,S,F,F,C,C,60.84,60.84
01/01/2019,15:15,[15:00-15:15[,S,F,F,C,C,61.09,61.09
01/01/2019,15:30,[15:15-15:30[,S,F,F,C,C,61.09,61.09
01/01/2019,15:45,[15:30-15:45[,S,F,F,C,C,61.09,61.09
01/01/2019,16:00,[15:45-16:00[,S,F,F,C,C,61.09,61.09
01/01/2019,16:15,[16:00-16:15[,S,F,F,C,C,63.08,63.08
01/01/2019,16:30,[16:15-16:30[,S,F,F,C,C,63.08,63.08
