dia,hora,intervalo,Simples,BD,BS,TD,TS,preco_pt,preco_es
01/01/2023,00:15,[00:00-00:15[,S,V,V,V,V,0.00,0.00
01/01/2023,00:30,[00:15-00:30[,S,V,V,V,V,0.00,0.00
01/01/2023,00:45,[00:30-00:45[,S,V,V,V,V,0.00,0.00
01/01/2023,01:00,[00:45-01:00[,S,V,V,V,V,0.00,0.00
01/01/2023,01:15,[01:00-01:15[,S,V,V,V,V,0.00,0.00
01/01/2023,01:30,[01:15-01:30[,S,V,V,V,V,0.00,0.00
01/01/2023,01:45,[01:30-01:45[,S,V,V,V,V,0.00,0.00
01/01/2023,02:00,[01:45-02:00[,S,V,V,V,V,0.00,0.00
01/01/2023,02:15,[02:00-02:15[,S,V,V,V,V,0.00,0.00
01/01/2023,02:30,[02:15-02:30[,S,V,V,V,V,0.00,0.00
01/01/2023,02:45,[02:30-02:45[,S,V,V,V,V,0.00,0.00
01/01/2023,03:00,[02:45-03:00[,S,V,V,V,V,0.00,0.00
01/01/2023,03:15,[03:00-03:15[,S,V,V,V,V,0.00,0.00
01/01/2023,03:30,[03:15-03:30[,S,V,V,V,V,0.00,0.00
01/01/2023,03:45,[03:30-03:45[,S,V,V,V,V,0.00,0.00
01/01/2023,04:00,[03:45-04:00[,S,V,V,V,V,0.00,0.00
01/01/2023,04:15,[04:00-04:15[,S,V,V,V,V,0.00,0.00
01/01/2023,04:30,[04:15-04:30[,S,V,V,V,V,0.00,0.00
01/01/2023,04:45,[04:30-04:45[,S,V,V,V,V,0.00,0.00
01/01/2023,05:00,[04:45-05:00[,S,V,V,V,V,0.00,0.00
01/01/2023,05:15,[05:00-05:15[,S,V,V,V,V,0.00,0.00
01/01/2023,05:30,[05:15-05:30[,S,V,V,V,V,0.00,0.00
01/01/2023,05:45,[05:30-05:45[,S,V,V,V,V,0.00,0.00
01/01/2023,06:00,[05:45-06:00[,S,V,V,V,V,0.00,0.00
01/01/2023,06:15,[06:00-06:15[,S,V,V,V,V,0.00,0.00
01/01/2023,06:30,[06:15-06:30[,S,V,V,V,V,0.00,0.00
01/01/2023,06:45,[06:30-06:45[,S,V,V,V,V,0.00,0.00
01/01/2023,07:00,[06:45-07:00[,S,V,V,V,V,0.00,0.00
01/01/2023,07:15,[07:00-07:15[,S,V,V,V,V,0.00,0.00
01/01/2023,07:30,[07:15-07:30[,S,V,V,V,V,0.00,0.00
01/01/2023,07:45,[07:30-07:45[,S,V,V,V,V,0.00,0.00
01/01/2023,08:00,[07:45-08:00[,S,V,V,V,V,0.00,0.00
01/01/2023,08:15,[08:00-08:15[,S,F,V,C,V,0.00,0.00
01/01/2023,08:30,[08:15-08:30[,S,F,V,C,V,0.00,0.00
01/01/2023,08:45,[08:30-08:45[,S,F,V,C,V,0.00,0.00
01/01/2023,09:00,[08:45-09:00[,S,F,V,C,V,0.00,0.00
01/01/2023,09:15,[09:00-09:15[,S,F,V,P,V,0.00,0.00
01/01/2023,09:30,[09:15-09:30[,S,F,V,P,V,0.00,0.00
01/01/2023,09:45,[09:30-09:45[,S,F,V,P,V,0.00,0.00
01/01/2023,10:00,[09:45-10:00[,S,F,V,P,V,0.00,0.00
01/01/2023,10:15,[10:00-10:15[,S,F,V,P,V,0.00,0.00
