dia,hora,intervalo,Hídrica,Eólica,Solar,Biomassa,Ondas,Gás Natural - Ciclo Combinado,Gás natural - Cogeração,Carvão,Outra Térmica,Importação,Exportação,Bombagem,Injeção de Baterias,Consumo Baterias,Consumo
01/01/2018,00:15,[00:00-00:15[,767.2,1572.9,0.0,338.5,0.0,0.0,379.7,270.8,27.5,1385.4,0.0,29.8,0.0,0.0,4689.4
01/01/2018,00:30,[00:15-00:30[,743.7,1581.5,0.0,342.2,0.0,0.0,380.2,270.8,28.0,1359.2,0.0,29.9,0.0,0.0,4653.1
01/01/2018,00:45,[00:30-00:45[,690.2,1622.6,0.0,347.9,0.0,0.0,380.4,268.4,28.3,1372.1,0.0,68.6,0.0,0.0,4617.5
01/01/2018,01:00,[00:45-01:00[,707.7,1633.2,0.0,342.9,0.0,0.0,380.1,270.8,28.3,1376.4,0.0,120.5,0.0,0.0,4595.9
01/01/2018,01:15,[01:00-01:15[,545.9,1647.1,0.0,344.9,0.0,0.0,379.7,270.0,28.3,1503.3,0.0,120.1,0.0,0.0,4574.1
01/01/2018,01:30,[01:15-01:30[,678.4,1594.9,0.0,344.7,0.0,0.0,380.6,270.4,27.8,1540.6,0.0,282.0,0.0,0.0,4529.3
01/01/2018,01:45,[01:30-01:45[,720.8,1517.5,0.0,345.9,0.0,0.0,382.2,270.4,28.5,1559.4,0.0,324.0,0.0,0.0,4474.9
01/01/2018,02:00,[01:45-02:00[,717.8,1474.5,0.0,346.6,0.0,0.0,381.7,271.6,28.5,1493.9,0.0,266.8,0.0,0.0,4423.1
01/01/2018,02:15,[02:00-02:15[,917.6,1486.5,0.0,345.7,0.0,0.0,381.9,270.0,26.8,1531.7,0.0,590.6,0.0,0.0,4344.8
01/01/2018,02:30,[02:15-02:30[,951.0,1539.2,0.0,346.5,0.0,0.0,381.3,271.2,27.5,1456.8,0.0,669.8,0.0,0.0,4278.5
01/01/2018,02:45,[02:30-02:45[,916.5,1548.4,0.0,340.1,0.0,0.0,381.9,269.2,26.8,1464.7,0.0,699.1,0.0,0.0,4224.0
01/01/2018,03:00,[02:45-03:00[,815.1,1597.2,0.0,338.9,0.0,0.0,380.7,270.8,26.2,1465.9,0.0,699.3,0.0,0.0,4170.5
01/01/2018,03:15,[03:00-03:15[,649.4,1706.7,0.0,341.7,0.0,0.0,381.2,270.0,26.9,1487.1,0.0,714.7,0.0,0.0,4122.1
01/01/2018,03:30,[03:15-03:30[,527.8,1797.1,0.0,341.0,0.0,0.0,381.5,270.0,27.8,1504.4,0.0,756.2,0.0,0.0,4068.5
01/01/2018,03:45,[03:30-03:45[,443.1,1840.0,0.0,340.8,0.0,0.0,381.6,270.8,27.0,1493.7,0.0,747.2,0.0,0.0,4021.6
01/01/2018,04:00,[03:45-04:00[,425.9,1843.7,0.0,340.0,0.0,0.0,380.9,270.8,26.5,1503.8,0.0,787.7,0.0,0.0,3975.2
01/01/2018,04:15,[04:00-04:15[,366.4,1899.5,0.0,339.6,0.0,0.0,380.5,269.6,27.0,1502.4,0.0,812.3,0.0,0.0,3945.6
01/01/2018,04:30,[04:15-04:30[,295.7,1961.5,0.0,338.2,0.0,0.0,379.8,271.6,26.7,1506.0,0.0,834.0,0.0,0.0,3919.6
01/01/2018,04:45,[04:30-04:45[,239.6,2049.3,0.0,338.4,0.0,0.0,380.5,269.2,28.3,1498.4,0.0,885.5,0.0,0.0,3890.1
01/01/2018,05:00,[04:45-05:00[,230.2,2144.9,0.0,334.7,0.0,0.0,380.3,271.2,26.5,1500.5,0.0,992.8,0.0,0.0,3866.4
01/01/2018,05:15,[05:00-05:15[,227.0,2291.1,0.0,335.9,0.0,0.0,380.7,270.8,27.6,1498.2,0.0,1161.7,0.0,0.0,3838.7
01/01/2018,05:30,[05:15-05:30[,224.6,2406.5,0.0,335.4,0.0,0.0,380.2,269.2,26.3,1507.9,0.0,1306.3,0.0,0.0,3814.8
01/01/2018,05:45,[05:30-05:45[,225.8,2507.6,0.0,338.3,0.0,0.0,379.6,270.0,29.0,1497.4,0.0,1413.7,0.0,0.0,3804.3
01/01/2018,06:00,[05:45-06:00[,222.0,2611.6,0.0,342.8,0.0,0.0,381.3,270.8,28.4,1495.1,0.0,1519.9,0.0,0.0,3801.6
01/01/2018,06:15,[06:00-06:15[,225.7,2703.3,0.0,344.3,0.0,0.0,380.6,270.4,28.1,1426.3,0.0,1515.7,0.0,0.0,3833.4
01/01/2018,06:30,[06:15-06:30[,228.5,2829.7,0.0,341.7,0.0,0.0,381.0,271.6,28.4,1404.3,0.0,1624.0,0.0,0.0,3830.5
01/01/2018,06:45,[06:30-06:45[,228.8,2914.9,0.0,341.7,0.0,0.0,381.1,268.8,27.7,1413.0,0.0,1711.1,0.0,0.0,3832.8
01/01/2018,07:00,[06:45-07:00[,236.0,3027.8,0.0,337.6,0.0,0.0,381.5,270.4,26.2,1388.1,0.0,1807.9,0.0,0.0,3829.5
01/01/2018,07:15,[07:00-07:15[,236.6,3111.0,0.0,337.3,0.0,0.0,380.7,270.4,28.3,1328.4,0.0,1831.1,0.0,0.0,3829.8
01/01/2018,07:30,[07:15-07:30[,225.0,3113.9,0.0,339.1,0.0,0.0,380.7,270.0,28.4,1309.2,0.0,1837.7,0.0,0.0,3795.4
